Município,CÓDIGO,NOME,2022/jan.,2022/fev.,2022/mar.,2022/abr.,2022/mai.,2022/jun.,2022/jul.,2022/ago.,SOMA,SUBTRAÇÃO,MÉDIA
316670 SERRA DOS AIMORES,,,-,-,-,-,-,-,-,-,,,
316680 SERRA DO SALITRE,,,13,7,3,7,4,4,1,-,,,
316690 SERRANIA,,,7,2,1,-,-,1,-,-,,,
316695 SERRANOPOLIS DE MINAS,,,-,-,-,-,-,-,-,-,,,
316700 SERRANOS,,,-,-,-,-,-,-,-,-,,,
316710 SERRO,,,43,22,34,27,17,26,13,1,,,
316720 SETE LAGOAS,,,112,86,62,39,64,60,44,26,,,
316730 SILVEIRANIA,,,-,-,-,-,-,-,-,-,,,
316740 SILVIANOPOLIS,,,-,-,-,-,-,-,-,-,,,
316750 SIMAO PEREIRA,,,-,-,-,-,-,-,-,-,,,
316760 SIMONESIA,,,-,-,-,-,-,-,-,-,,,
316770 SOBRALIA,,,-,-,-,-,-,-,-,-,,,
316780 SOLEDADE DE MINAS,,,-,-,-,-,-,-,-,-,,,
316790 TABULEIRO,,,-,-,-,-,-,-,-,-,,,
316800 TAIOBEIRAS,,,31,45,15,12,20,14,18,9,,,
316805 TAPARUBA,,,-,-,-,-,-,-,-,-,,,
316810 TAPIRA,,,-,-,-,-,-,-,-,-,,,
316820 TAPIRAI,,,-,-,-,-,-,-,-,-,,,
316830 TAQUARACU DE MINAS,,,-,-,-,-,-,-,-,-,,,
316840 TARUMIRIM,,,23,21,17,14,15,12,23,16,,,
316850 TEIXEIRAS,,,-,-,-,-,-,-,-,-,,,
316860 TEOFILO OTONI,,,99,82,55,39,62,69,52,19,,,
316870 TIMOTEO,,,50,35,24,15,18,16,27,15,,,
316880 TIRADENTES,,,-,-,-,-,-,-,-,-,,,
316890 TIROS,,,3,4,3,2,3,-,1,1,,,
316900 TOCANTINS,,,-,-,-,-,-,-,-,-,,,
316905 TOCOS DO MOJI,,,-,-,-,-,-,-,-,-,,,
316910 TOLEDO,,,-,-,-,-,-,-,-,-,,,
316920 TOMBOS,,,-,-,-,-,-,-,-,-,,,
316930 TRES CORACOES,,,75,74,42,34,38,31,40,21,,,
316935 TRES MARIAS,,,4,7,6,5,6,2,3,-,,,
316940 TRES PONTAS,,,49,43,27,15,33,28,18,6,,,
316950 TUMIRITINGA,,,-,-,-,-,-,-,-,-,,,
316960 TUPACIGUARA,,,-,-,-,-,-,-,-,-,,,
316970 TURMALINA,,,27,14,7,12,5,14,11,8,,,
316980 TURVOLANDIA,,,-,-,-,-,-,-,-,-,,,
316990 UBA,,,122,140,87,72,88,88,87,61,,,
317000 UBAI,,,-,-,-,-,-,-,-,-,,,
317005 UBAPORANGA,,,-,-,-,-,-,-,-,-,,,
317010 UBERABA,,,318,247,157,152,191,157,102,31,,,
317020 UBERLANDIA,,,637,442,390,447,442,292,160,116,,,
317030 UMBURATIBA,,,-,-,-,-,-,-,-,-,,,
317040 UNAI,,,70,49,32,30,21,-,-,-,,,
317043 UNIAO DE MINAS,,,8,12,9,9,5,5,9,6,,,
317047 URUANA DE MINAS,,,-,-,-,-,-,-,-,-,,,
317050 URUCANIA,,,-,-,-,-,-,-,-,-,,,
317052 URUCUIA,,,5,-,9,15,5,-,-,-,,,
317057 VARGEM ALEGRE,,,-,-,-,-,-,-,-,-,,,
317060 VARGEM BONITA,,,-,-,-,-,-,-,-,-,,,
317065 VARGEM GRANDE DO RIO PARDO,,,-,-,-,-,-,-,-,-,,,
317070 VARGINHA,,,108,83,29,26,21,2,1,1,,,
317075 VARJAO DE MINAS,,,-,-,-,-,-,-,-,-,,,
317080 VARZEA DA PALMA,,,13,13,11,7,15,13,7,8,,,
317090 VARZELANDIA,,,15,5,11,-,5,3,4,-,,,
317100 VAZANTE,,,6,3,6,2,4,4,3,-,,,
317103 VERDELANDIA,,,-,-,-,-,-,-,-,-,,,
317107 VEREDINHA,,,-,-,-,-,-,-,-,-,,,
317110 VERISSIMO,,,-,-,-,-,-,-,-,-,,,
317115 VERMELHO NOVO,,,-,-,-,-,-,-,-,-,,,
317120 VESPASIANO,,,18,22,5,6,10,6,7,3,,,
317130 VICOSA,,,101,58,44,41,65,44,20,-,,,
317140 VIEIRAS,,,-,-,-,-,-,-,-,-,,,
317150 MATHIAS LOBATO,,,-,-,-,-,-,-,-,-,,,
317160 VIRGEM DA LAPA,,,1,3,-,2,5,2,4,1,,,
317170 VIRGINIA,,,2,2,3,1,1,2,-,1,,,
317180 VIRGINOPOLIS,,,10,-,5,8,12,10,2,-,,,
317190 VIRGOLANDIA,,,-,-,-,-,-,-,-,-,,,
317200 VISCONDE DO RIO BRANCO,,,87,49,43,34,34,22,28,33,,,
317210 VOLTA GRANDE,,,-,-,-,-,-,-,-,-,,,
317220 WENCESLAU BRAZ,,,-,-,-,-,-,-,-,-,,,
320010 AFONSO CLAUDIO,,,19,20,7,4,10,8,16,11,,,
320013 AGUIA BRANCA,,,-,-,-,-,-,-,-,-,,,
320016 AGUA DOCE DO NORTE,,,-,-,-,-,-,-,-,-,,,
320020 ALEGRE,,,4,2,5,1,2,-,3,2,,,
320030 ALFREDO CHAVES,,,-,-,-,-,-,-,-,-,,,
320035 ALTO RIO NOVO,,,-,-,-,-,-,-,-,-,,,
320040 ANCHIETA,,,33,18,6,6,10,3,7,-,,,
320050 APIACA,,,-,-,-,-,-,-,-,-,,,
320060 ARACRUZ,,,39,16,8,10,8,-,-,-,,,
320070 ATILIO VIVACQUA,,,-,-,-,-,-,-,-,-,,,
320080 BAIXO GUANDU,,,10,21,16,13,6,10,-,-,,,
320090 BARRA DE SAO FRANCISCO,,,37,47,27,13,-,-,-,-,,,
320100 BOA ESPERANCA,,,20,6,12,12,12,9,-,-,,,
320110 BOM JESUS DO NORTE,,,-,-,-,-,-,-,-,-,,,
320115 BREJETUBA,,,-,-,-,-,-,-,-,-,,,
320120 CACHOEIRO DE ITAPEMIRIM,,,219,275,153,137,124,57,14,11,,,
320130 CARIACICA,,,70,49,53,42,40,40,57,43,,,
320140 CASTELO,,,5,4,2,4,4,4,1,2,,,
320150 COLATINA,,,179,167,155,165,152,135,131,51,,,
320160 CONCEICAO DA BARRA,,,-,-,-,-,-,-,-,-,,,
320170 CONCEICAO DO CASTELO,,,-,1,5,1,1,1,3,-,,,
320180 DIVINO DE SAO LOURENCO,,,-,-,-,-,-,-,-,-,,,
320190 DOMINGOS MARTINS,,,29,16,9,3,12,11,9,11,,,
320200 DORES DO RIO PRETO,,,-,-,-,-,-,-,-,-,,,
320210 ECOPORANGA,,,28,43,36,30,35,22,30,13,,,
320220 FUNDAO,,,-,-,-,-,-,-,-,-,,,
320225 GOVERNADOR LINDENBERG,,,-,-,-,-,-,-,-,-,,,
320230 GUACUI,,,20,37,23,6,18,18,10,4,,,
320240 GUARAPARI,,,13,15,16,9,18,7,3,-,,,
320245 IBATIBA,,,20,26,9,10,15,10,10,5,,,
320250 IBIRACU,,,-,-,-,-,-,-,-,-,,,
320255 IBITIRAMA,,,-,-,-,-,-,-,-,-,,,
320260 ICONHA,,,-,-,-,-,-,-,-,-,,,
320265 IRUPI,,,-,-,-,-,-,-,-,-,,,
320270 ITAGUACU,,,-,-,-,-,-,-,-,-,,,
320280 ITAPEMIRIM,,,10,7,16,16,15,12,9,6,,,
320290 ITARANA,,,-,2,3,1,3,2,6,-,,,
320300 IUNA,,,2,11,12,11,10,5,4,2,,,
320305 JAGUARE,,,1,1,4,1,1,2,-,-,,,
320310 JERONIMO MONTEIRO,,,17,23,19,15,6,6,10,-,,,
320313 JOAO NEIVA,,,4,4,4,3,3,4,1,3,,,
320316 LARANJA DA TERRA,,,2,1,-,-,-,1,1,1,,,
320320 LINHARES,,,106,63,56,37,45,40,44,9,,,
320330 MANTENOPOLIS,,,-,-,-,-,-,-,-,-,,,
320332 MARATAIZES,,,-,-,-,-,-,-,-,-,,,
320334 MARECHAL FLORIANO,,,-,-,-,-,-,-,-,-,,,
320335 MARILANDIA,,,-,-,-,-,-,-,-,-,,,
320340 MIMOSO DO SUL,,,17,22,13,5,9,6,-,-,,,
320350 MONTANHA,,,22,25,9,13,20,16,-,-,,,
320360 MUCURICI,,,14,13,10,6,7,16,12,2,,,
320370 MUNIZ FREIRE,,,-,-,1,3,-,-,-,-,,,
320380 MUQUI,,,10,12,3,-,-,-,-,-,,,
320390 NOVA VENECIA,,,22,28,31,12,18,17,25,18,,,
320400 PANCAS,,,5,2,1,1,1,-,-,-,,,
320405 PEDRO CANARIO,,,24,24,41,53,40,38,14,-,,,
320410 PINHEIROS,,,10,7,7,10,18,5,4,3,,,
320420 PIUMA,,,-,-,-,-,-,-,-,-,,,
320425 PONTO BELO,,,-,-,-,-,-,-,-,-,,,
320430 PRESIDENTE KENNEDY,,,-,-,-,-,-,-,-,-,,,
320435 RIO BANANAL,,,4,1,-,2,-,-,-,-,,,
320440 RIO NOVO DO SUL,,,-,-,-,-,-,-,-,-,,,
320450 SANTA LEOPOLDINA,,,-,1,1,3,2,2,1,-,,,
320455 SANTA MARIA DE JETIBA,,,31,37,24,19,11,13,8,-,,,
320460 SANTA TERESA,,,29,36,15,14,6,9,7,-,,,
320465 SAO DOMINGOS DO NORTE,,,-,-,-,-,-,-,-,-,,,
320470 SAO GABRIEL DA PALHA,,,12,13,11,15,14,10,8,2,,,
320480 SAO JOSE DO CALCADO,,,23,22,6,7,5,4,4,-,,,
320490 SAO MATEUS,,,80,65,36,20,12,-,3,-,,,
320495 SAO ROQUE DO CANAA,,,-,-,-,-,-,-,-,-,,,
320500 SERRA,,,304,276,203,166,166,142,117,46,,,
320501 SOORETAMA,,,-,-,-,-,-,-,-,-,,,
320503 VARGEM ALTA,,,8,7,2,-,-,2,4,-,,,
320506 VENDA NOVA DO IMIGRANTE,,,31,29,43,36,45,34,31,18,,,
320510 VIANA,,,-,-,-,-,-,-,-,-,,,
320515 VILA PAVAO,,,-,-,-,-,-,-,-,-,,,
320517 VILA VALERIO,,,-,-,-,-,-,-,-,-,,,
320520 VILA VELHA,,,303,299,135,117,104,180,216,65,,,
320530 VITORIA,,,211,199,141,151,142,127,140,77,,,
330010 ANGRA DOS REIS,,,69,22,20,27,31,18,17,2,,,
330015 APERIBE,,,11,18,19,11,18,8,-,-,,,
330020 ARARUAMA,,,15,6,-,-,-,1,-,-,,,
330022 AREAL,,,5,3,1,-,-,-,-,-,,,
330023 ARMACAO DOS BUZIOS,,,28,6,6,7,7,5,5,2,,,
330025 ARRAIAL DO CABO,,,24,17,11,19,18,12,16,2,,,
330030 BARRA DO PIRAI,,,82,50,44,36,31,40,31,7,,,
330040 BARRA MANSA,,,107,64,40,42,2,3,-,-,,,
330045 BELFORD ROXO,,,435,473,438,429,380,430,409,277,,,
330050 BOM JARDIM,,,20,9,5,10,9,7,13,5,,,
330060 BOM JESUS DO ITABAPOANA,,,122,162,70,58,64,75,59,25,,,
330070 CABO FRIO,,,79,40,38,29,42,47,42,10,,,
330080 CACHOEIRAS DE MACACU,,,49,26,22,21,29,21,36,5,,,
330090 CAMBUCI,,,20,20,9,9,15,14,-,-,,,
330093 CARAPEBUS,,,-,-,-,-,-,-,-,-,,,
330095 COMENDADOR LEVY GASPARIAN,,,-,-,-,-,-,-,-,-,,,
330100 CAMPOS DOS GOYTACAZES,,,328,294,199,172,186,165,150,69,,,
330110 CANTAGALO,,,7,11,15,11,8,5,12,-,,,
330115 CARDOSO MOREIRA,,,-,-,-,-,-,-,-,-,,,
330120 CARMO,,,11,6,10,1,5,2,3,-,,,
330130 CASIMIRO DE ABREU,,,34,9,8,6,8,6,7,-,,,
330140 CONCEICAO DE MACABU,,,5,5,2,1,-,-,1,-,,,
330150 CORDEIRO,,,-,-,-,-,-,-,-,-,,,
330160 DUAS BARRAS,,,2,4,2,-,3,1,-,-,,,
330170 DUQUE DE CAXIAS,,,884,606,483,390,440,478,487,353,,,
330180 ENGENHEIRO PAULO DE FRONTIN,,,6,-,1,2,3,6,2,-,,,
330185 GUAPIMIRIM,,,39,33,23,14,15,7,18,10,,,
330187 IGUABA GRANDE,,,-,-,-,-,-,-,-,-,,,
330190 ITABORAI,,,235,96,106,75,85,111,67,41,,,
330200 ITAGUAI,,,47,31,2,1,-,-,-,-,,,
330205 ITALVA,,,-,-,-,-,-,-,-,-,,,
330210 ITAOCARA,,,-,-,-,-,-,-,-,-,,,
330220 ITAPERUNA,,,55,46,26,-,18,37,52,32,,,
330225 ITATIAIA,,,2,5,4,5,2,-,-,-,,,
330227 JAPERI,,,6,3,4,1,10,2,6,2,,,
330230 LAJE DO MURIAE,,,1,2,-,3,2,1,-,-,,,
330240 MACAE,,,132,111,83,71,78,100,87,51,,,
330245 MACUCO,,,-,-,-,-,-,-,-,-,,,
330250 MAGE,,,137,70,62,58,76,72,59,24,,,
330260 MANGARATIBA,,,19,4,11,5,2,8,-,-,,,
330270 MARICA,,,169,68,34,32,34,42,54,27,,,
330280 MENDES,,,4,3,9,9,-,-,-,-,,,
330285 MESQUITA,,,4,1,-,-,1,2,4,1,,,
330290 MIGUEL PEREIRA,,,29,14,10,5,12,5,7,2,,,
330300 MIRACEMA,,,18,20,12,13,8,9,9,-,,,
330310 NATIVIDADE,,,19,11,11,11,3,2,5,3,,,
330320 NILOPOLIS,,,1,-,1,-,-,2,4,1,,,
330330 NITEROI,,,337,185,140,135,135,132,82,18,,,
330340 NOVA FRIBURGO,,,117,95,67,54,52,6,3,-,,,
330350 NOVA IGUACU,,,227,152,140,121,127,121,73,29,,,
330360 PARACAMBI,,,12,3,1,11,6,4,7,3,,,
330370 PARAIBA DO SUL,,,24,21,18,14,31,16,16,12,,,
330380 PARATY,,,21,11,11,19,12,13,13,5,,,
330385 PATY DO ALFERES,,,-,-,-,-,-,-,-,-,,,
330390 PETROPOLIS,,,194,154,81,79,62,55,51,-,,,
330395 PINHEIRAL,,,5,4,-,5,3,1,4,1,,,
330400 PIRAI,,,20,12,12,4,11,13,14,7,,,
330410 PORCIUNCULA,,,-,-,-,-,-,-,-,-,,,
330411 PORTO REAL,,,9,7,7,3,7,3,4,1,,,
330412 QUATIS,,,9,1,3,3,4,7,5,-,,,
330414 QUEIMADOS,,,274,256,225,240,245,254,252,261,,,
330415 QUISSAMA,,,19,19,10,7,9,5,5,1,,,
330420 RESENDE,,,94,44,34,35,33,33,45,30,,,
330430 RIO BONITO,,,34,12,21,25,16,16,19,14,,,
330440 RIO CLARO,,,2,5,-,1,-,1,3,-,,,
330450 RIO DAS FLORES,,,10,8,11,8,2,5,2,1,,,
330452 RIO DAS OSTRAS,,,49,27,8,10,11,9,7,7,,,
330455 RIO DE JANEIRO,,,2381,1301,1337,1083,1217,994,921,341,,,
330460 SANTA MARIA MADALENA,,,3,6,-,3,4,6,3,-,,,
330470 SANTO ANTONIO DE PADUA,,,76,88,77,69,69,46,-,-,,,
330475 SAO FRANCISCO DE ITABAPOANA,,,19,17,9,5,-,-,-,-,,,
330480 SAO FIDELIS,,,43,31,21,4,6,3,9,9,,,
330490 SAO GONCALO,,,429,189,152,176,164,187,142,103,,,
330500 SAO JOAO DA BARRA,,,26,33,9,8,14,10,12,10,,,
330510 SAO JOAO DE MERITI,,,49,21,36,25,27,30,11,3,,,
330513 SAO JOSE DE UBA,,,-,-,-,-,-,-,-,-,,,
330515 SAO JOSE DO VALE DO RIO PRETO,,,11,6,-,1,5,2,3,-,,,
330520 SAO PEDRO DA ALDEIA,,,5,2,4,4,3,6,3,-,,,
330530 SAO SEBASTIAO DO ALTO,,,15,15,12,13,10,11,9,6,,,
330540 SAPUCAIA,,,-,-,-,-,-,-,-,-,,,
330550 SAQUAREMA,,,44,33,24,37,44,28,14,-,,,
330555 SEROPEDICA,,,33,4,1,1,-,8,2,1,,,
330560 SILVA JARDIM,,,8,1,2,4,2,3,2,1,,,
330570 SUMIDOURO,,,15,9,2,2,3,1,-,-,,,
330575 TANGUA,,,19,3,6,7,5,5,5,4,,,
330580 TERESOPOLIS,,,79,50,54,70,87,63,77,36,,,
330590 TRAJANO DE MORAES,,,4,7,7,5,9,5,13,2,,,
330600 TRES RIOS,,,34,33,13,15,17,21,10,14,,,
330610 VALENCA,,,60,48,36,30,32,15,6,2,,,
330615 VARRE-SAI,,,3,1,2,3,4,2,3,-,,,
330620 VASSOURAS,,,68,62,28,31,34,33,21,-,,,
330630 VOLTA REDONDA,,,293,180,112,91,94,189,110,26,,,
350010 ADAMANTINA,,,54,57,41,42,46,42,30,15,,,
350020 ADOLFO,,,-,-,-,-,-,-,-,-,,,
350030 AGUAI,,,-,-,-,-,-,-,-,-,,,
350040 AGUAS DA PRATA,,,-,-,-,-,-,-,-,-,,,
350050 AGUAS DE LINDOIA,,,19,13,6,14,8,10,5,2,,,
350055 AGUAS DE SANTA BARBARA,,,-,-,-,-,-,-,-,-,,,
350060 AGUAS DE SAO PEDRO,,,-,-,-,-,-,-,-,-,,,
350070 AGUDOS,,,2,1,3,5,5,2,1,1,,,
350075 ALAMBARI,,,-,-,-,-,-,-,-,-,,,
350080 ALFREDO MARCONDES,,,-,-,-,-,-,-,-,-,,,
350090 ALTAIR,,,-,-,-,-,-,-,-,-,,,
350100 ALTINOPOLIS,,,10,7,2,1,3,3,7,4,,,
350110 ALTO ALEGRE,,,9,3,4,1,1,-,-,-,,,
350115 ALUMINIO,,,-,-,-,-,-,-,-,-,,,
350120 ALVARES FLORENCE,,,-,-,-,-,-,-,-,-,,,
350130 ALVARES MACHADO,,,20,19,4,3,6,4,14,5,,,
350140 ALVARO DE CARVALHO,,,-,-,-,-,-,-,-,-,,,
350150 ALVINLANDIA,,,-,-,-,-,-,-,-,-,,,
350160 AMERICANA,,,113,38,26,31,38,27,19,11,,,
350170 AMERICO BRASILIENSE,,,54,63,59,62,62,37,31,31,,,
350180 AMERICO DE CAMPOS,,,-,-,-,-,-,-,-,-,,,
350190 AMPARO,,,58,35,17,7,19,30,26,8,,,
350200 ANALANDIA,,,-,-,-,-,-,-,-,-,,,
350210 ANDRADINA,,,42,33,14,15,14,10,8,5,,,
350220 ANGATUBA,,,30,18,4,9,12,8,4,3,,,
350230 ANHEMBI,,,-,-,-,-,-,-,-,-,,,
350240 ANHUMAS,,,-,-,-,-,-,-,-,-,,,
350250 APARECIDA,,,46,41,12,10,10,7,16,4,,,
350260 APARECIDA D'OESTE,,,1,2,17,7,10,-,1,-,,,
350270 APIAI,,,52,31,11,6,11,4,3,6,,,
350275 ARACARIGUAMA,,,-,-,-,-,-,-,-,-,,,
350280 ARACATUBA,,,125,81,50,58,61,36,36,28,,,
350290 ARACOIABA DA SERRA,,,-,-,-,-,-,-,-,-,,,
350300 ARAMINA,,,-,-,-,-,-,-,-,-,,,
350310 ARANDU,,,1,2,-,-,-,1,2,1,,,
350315 ARAPEI,,,-,-,-,-,-,-,-,-,,,
350320 ARARAQUARA,,,106,76,79,110,98,36,26,24,,,
350330 ARARAS,,,71,35,25,25,22,15,23,8,,,
350335 ARCO-IRIS,,,-,-,-,-,-,-,-,-,,,
350340 AREALVA,,,-,-,-,-,1,2,1,-,,,
350350 AREIAS,,,-,-,-,-,-,-,-,-,,,
350360 AREIOPOLIS,,,-,-,-,-,-,-,-,-,,,
350370 ARIRANHA,,,-,-,-,-,-,-,-,-,,,
350380 ARTUR NOGUEIRA,,,-,-,-,-,-,-,-,-,,,
350390 ARUJA,,,32,8,2,4,2,2,1,2,,,
350395 ASPASIA,,,-,-,-,-,-,-,-,-,,,
350400 ASSIS,,,28,38,39,36,33,25,24,13,,,
350410 ATIBAIA,,,38,25,11,15,5,12,7,6,,,
350420 AURIFLAMA,,,29,26,25,40,22,24,8,1,,,
350430 AVAI,,,-,-,-,-,-,-,-,-,,,
350440 AVANHANDAVA,,,-,-,-,-,-,-,-,-,,,
350450 AVARE,,,64,44,26,20,1,-,-,-,,,
350460 BADY BASSITT,,,-,-,-,-,-,-,-,-,,,
350470 BALBINOS,,,-,-,-,-,-,-,-,-,,,
350480 BALSAMO,,,-,-,-,-,-,-,-,-,,,
350490 BANANAL,,,-,-,-,-,-,-,-,-,,,
350500 BARAO DE ANTONINA,,,-,-,-,-,-,-,-,-,,,
350510 BARBOSA,,,-,-,-,-,-,-,-,-,,,
350520 BARIRI,,,15,11,4,4,2,2,-,-,,,
350530 BARRA BONITA,,,25,17,13,13,10,15,9,3,,,
350535 BARRA DO CHAPEU,,,-,-,-,-,-,-,-,-,,,
350540 BARRA DO TURVO,,,-,-,-,-,-,-,-,-,,,
350550 BARRETOS,,,30,30,31,50,57,46,36,36,,,
350560 BARRINHA,,,-,-,-,-,-,-,-,-,,,
350570 BARUERI,,,236,126,120,113,66,81,66,54,,,
350580 BASTOS,,,12,15,22,43,44,18,22,10,,,
350590 BATATAIS,,,35,31,25,32,34,26,25,16,,,
350600 BAURU,,,226,188,106,73,118,158,103,42,,,
350610 BEBEDOURO,,,74,52,35,24,38,52,49,23,,,
350620 BENTO DE ABREU,,,-,-,-,-,-,-,-,-,,,
350630 BERNARDINO DE CAMPOS,,,29,18,5,6,10,6,9,6,,,
350635 BERTIOGA,,,34,10,14,14,13,5,16,12,,,
350640 BILAC,,,1,4,6,2,2,-,1,1,,,
350650 BIRIGUI,,,50,34,28,41,26,23,21,18,,,
350660 BIRITIBA-MIRIM,,,-,-,-,-,-,-,-,-,,,
350670 BOA ESPERANCA DO SUL,,,1,-,-,1,5,1,1,-,,,
350680 BOCAINA,,,5,-,-,1,1,-,-,-,,,
350690 BOFETE,,,-,-,-,-,-,-,-,-,,,
350700 BOITUVA,,,9,5,4,2,5,6,3,2,,,
350710 BOM JESUS DOS PERDOES,,,9,2,5,1,1,5,1,1,,,
350715 BOM SUCESSO DE ITARARE,,,-,-,-,-,-,-,-,-,,,
350720 BORA,,,-,-,-,-,-,-,-,-,,,
350730 BORACEIA,,,-,-,-,-,-,-,-,-,,,
350740 BORBOREMA,,,16,9,12,40,20,8,8,4,,,
350745 BOREBI,,,-,-,-,-,-,-,-,-,,,
350750 BOTUCATU,,,309,274,244,236,271,226,186,69,,,
350760 BRAGANCA PAULISTA,,,81,54,25,36,38,31,35,25,,,
350770 BRAUNA,,,-,-,-,-,-,-,-,-,,,
350775 BREJO ALEGRE,,,-,-,-,-,-,-,-,-,,,
350780 BRODOWSKI,,,-,-,-,-,-,-,-,-,,,
350790 BROTAS,,,21,9,5,5,9,2,3,1,,,
350800 BURI,,,-,-,-,-,-,-,-,-,,,
350810 BURITAMA,,,12,15,11,5,7,6,9,4,,,
350820 BURITIZAL,,,-,-,-,-,-,-,-,-,,,
350830 CABRALIA PAULISTA,,,-,-,-,-,-,-,-,-,,,
350840 CABREUVA,,,1,-,-,-,-,-,-,-,,,
350850 CACAPAVA,,,37,14,4,7,5,7,-,-,,,
350860 CACHOEIRA PAULISTA,,,21,16,2,3,4,1,-,1,,,
350870 CACONDE,,,-,3,5,2,6,6,13,1,,,
350880 CAFELANDIA,,,4,1,1,2,3,-,-,-,,,
350890 CAIABU,,,-,-,-,-,-,-,-,-,,,
350900 CAIEIRAS,,,27,10,12,8,14,-,7,1,,,
350910 CAIUA,,,-,-,-,-,-,-,-,-,,,
350920 CAJAMAR,,,4,3,5,1,3,11,7,2,,,
350925 CAJATI,,,-,-,-,-,-,-,-,-,,,
350930 CAJOBI,,,7,6,1,-,-,-,-,-,,,
350940 CAJURU,,,59,43,10,14,15,12,10,10,,,
350945 CAMPINA DO MONTE ALEGRE,,,-,-,-,-,-,-,-,-,,,
350950 CAMPINAS,,,647,566,349,392,354,283,187,50,,,
350960 CAMPO LIMPO PAULISTA,,,37,14,11,6,17,24,29,14,,,
350970 CAMPOS DO JORDAO,,,37,46,20,29,25,28,25,31,,,
350980 CAMPOS NOVOS PAULISTA,,,-,-,-,-,-,-,-,-,,,
350990 CANANEIA,,,-,-,-,-,-,-,-,-,,,
350995 CANAS,,,-,-,-,-,-,-,-,-,,,
351000 CANDIDO MOTA,,,19,15,6,5,10,2,1,5,,,
351010 CANDIDO RODRIGUES,,,-,-,-,-,-,-,-,-,,,
351015 CANITAR,,,-,-,-,-,-,-,-,-,,,
351020 CAPAO BONITO,,,43,31,19,10,20,14,18,6,,,
351030 CAPELA DO ALTO,,,-,-,-,-,-,-,-,-,,,
351040 CAPIVARI,,,21,8,7,2,10,11,11,6,,,
351050 CARAGUATATUBA,,,256,95,39,33,44,43,18,29,,,
351060 CARAPICUIBA,,,51,36,43,33,44,60,40,32,,,
351070 CARDOSO,,,7,6,6,-,3,2,2,1,,,
351080 CASA BRANCA,,,76,76,25,18,47,54,8,5,,,
351090 CASSIA DOS COQUEIROS,,,-,-,-,-,-,-,-,-,,,
351100 CASTILHO,,,12,5,4,6,5,1,2,2,,,
351110 CATANDUVA,,,131,158,124,100,118,78,48,28,,,
351120 CATIGUA,,,-,-,-,-,-,-,-,-,,,
351130 CEDRAL,,,-,-,-,-,-,-,-,-,,,
351140 CERQUEIRA CESAR,,,11,9,2,4,13,2,-,-,,,
351150 CERQUILHO,,,14,5,2,2,2,2,3,-,,,
351160 CESARIO LANGE,,,29,15,11,3,14,3,8,4,,,
351170 CHARQUEADA,,,2,3,7,3,11,1,3,1,,,
351190 CLEMENTINA,,,2,-,6,6,4,1,-,-,,,
351200 COLINA,,,4,12,3,6,13,5,3,8,,,
351210 COLOMBIA,,,-,-,-,-,-,-,-,-,,,
351220 CONCHAL,,,17,11,3,4,8,-,1,3,,,
351230 CONCHAS,,,6,4,-,-,7,8,8,3,,,
351240 CORDEIROPOLIS,,,-,-,-,-,-,-,-,-,,,
351250 COROADOS,,,-,-,-,-,-,-,-,-,,,
351260 CORONEL MACEDO,,,-,-,-,-,-,-,-,-,,,
351270 CORUMBATAI,,,-,-,-,-,-,-,-,-,,,
351280 COSMOPOLIS,,,10,12,5,8,6,8,4,4,,,
351290 COSMORAMA,,,-,-,-,-,-,-,-,-,,,
351300 COTIA,,,70,55,40,28,34,25,43,19,,,
351310 CRAVINHOS,,,10,2,-,2,-,-,-,-,,,
351320 CRISTAIS PAULISTA,,,-,-,-,-,-,-,-,-,,,
351330 CRUZALIA,,,-,-,-,-,-,-,-,-,,,
351340 CRUZEIRO,,,92,55,29,24,26,35,20,-,,,
351350 CUBATAO,,,35,19,27,25,22,22,22,10,,,
351360 CUNHA,,,39,31,15,11,17,17,14,11,,,
351370 DESCALVADO,,,21,13,14,14,14,16,13,3,,,
351380 DIADEMA,,,178,69,76,72,57,45,59,17,,,
351385 DIRCE REIS,,,-,-,-,-,-,-,-,-,,,
351390 DIVINOLANDIA,,,5,2,2,1,3,-,1,1,,,
351400 DOBRADA,,,-,-,-,-,-,-,-,-,,,
351410 DOIS CORREGOS,,,11,11,11,7,10,18,5,3,,,
351420 DOLCINOPOLIS,,,-,-,-,-,-,-,-,-,,,
351430 DOURADO,,,-,-,-,-,-,-,-,-,,,
351440 DRACENA,,,37,37,43,41,48,26,25,25,,,
351450 DUARTINA,,,5,19,17,14,8,5,10,3,,,
351460 DUMONT,,,-,-,-,-,-,-,-,-,,,
351470 ECHAPORA,,,-,-,-,-,-,-,-,-,,,
351480 ELDORADO,,,-,-,-,-,-,-,-,-,,,
351490 ELIAS FAUSTO,,,-,-,-,-,-,-,-,-,,,
351492 ELISIARIO,,,-,-,-,-,-,-,-,-,,,
351495 EMBAUBA,,,-,-,-,-,-,-,-,-,,,
351500 EMBU DAS ARTES,,,83,33,9,12,14,6,16,7,,,
351510 EMBU-GUACU,,,7,4,3,-,3,13,9,10,,,
351512 EMILIANOPOLIS,,,-,-,-,-,-,-,-,-,,,
351515 ENGENHEIRO COELHO,,,-,-,-,-,-,-,-,-,,,
351518 ESPIRITO SANTO DO PINHAL,,,21,11,12,13,10,8,13,11,,,
